Table,Unit,Variety,Year,Attribute,Value
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2010,IL,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2010,IN,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2010,IA,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2010,KS,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2010,MI,85
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2010,MN,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2010,MS,98
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2010,MO,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2010,NE,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2010,ND,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2010,OH,86
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2010,SD,98
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2010,WI,88
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2011,AR,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2011,IL,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2011,IN,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2011,IA,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2011,KS,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2011,MI,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2011,MN,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2011,MS,98
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2011,MO,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2011,NE,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2011,ND,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2011,OH,85
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2011,SD,98
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2011,WI,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2012,AR,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2012,IL,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2012,IN,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2012,IA,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2012,KS,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2012,MI,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2012,MN,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2012,MS,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2012,MO,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2012,NE,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2012,ND,98
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2012,OH,86
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2012,SD,98
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2012,WI,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2013,AR,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2013,IL,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2013,IN,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2013,IA,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2013,KS,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2013,MI,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2013,MN,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2013,MS,98
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2013,MO,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2013,NE,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2013,ND,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2013,OH,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2013,SD,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2013,WI,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2014,AR,99
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2014,IL,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2014,IN,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2014,IA,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2014,KS,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2014,MI,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2014,MN,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2014,MS,99
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2014,MO,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2014,NE,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2014,ND,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2014,OH,90
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2014,SD,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2014,WI,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2015,AR,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2015,IL,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2015,IN,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2015,IA,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2015,KS,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2015,MI,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2015,MN,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2015,MS,99
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2015,MO,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2015,NE,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2015,ND,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2015,OH,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2015,SD,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2015,WI,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2016,AR,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2016,IL,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2016,IN,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2016,IA,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2016,KS,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2016,MI,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2016,MN,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2016,MS,99
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2016,MO,89
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2016,NE,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2016,ND,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2016,OH,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2016,SD,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2016,WI,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2017,AR,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2017,IL,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2017,IN,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2017,IA,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2017,KS,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2017,MI,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2017,MN,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2017,MS,99
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2017,MO,87
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2017,NE,94
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2017,ND,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2017,OH,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2017,SD,96
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2017,WI,92
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2018,AR,97
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2018,IL,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2018,IN,91
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2018,IA,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2018,KS,95
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2018,MI,93
Genetically engineered (GE) soybean varieties,Percent of all soybeans planted,All GE varieties,2018,MN,95
